2101.41	2324.55
2100.21	2324.87
2099.10	2325.85
2098.01	2327.34
2096.98	2328.84
2096.20	2329.75
2095.88	2329.70
2096.18	2328.75
2097.04	2327.29
2098.26	2325.84
2099.59	2324.79
2100.81	2324.32
2101.80	2324.49
2102.57	2325.31
2103.14	2326.73
2103.55	2328.61
2103.77	2330.70
2103.72	2332.71
2103.26	2334.44
2102.35	2335.75
2101.11	2336.58
2099.81	2336.93
2098.83	2336.93
2098.44	2336.81
2098.72	2336.77
2099.51	2336.85
2100.50	2336.89
2101.36	2336.66
2101.93	2336.06
2102.20	2335.17
2102.37	2334.34
2102.63	2333.92
2103.13	2334.03
2103.83	2334.47
2104.64	2334.76
2105.40	2334.50
2105.94	2333.66
2106.13	2332.65
2105.92	2332.00
2105.39	2332.11
2104.76	2333.00
2104.30	2334.27
2104.17	2335.35
2104.35	2335.69
2104.65	2335.03
2104.86	2333.44
2104.82	2331.20
2104.53	2328.82
2104.17	2326.85
2103.93	2325.76
2103.86	2325.72
2103.84	2326.48
2103.64	2327.57
2103.10	2328.50
2102.28	2329.05
2101.37	2329.28
2100.61	2329.37
2100.17	2329.43
2100.13	2329.41
2100.51	2329.21
2101.34	2328.81
2102.59	2328.38
2104.14	2328.18
2105.73	2328.36
2107.02	2328.77
2107.72	2329.08
2107.80	2329.08
2107.51	2328.91
2107.26	2329.00
2107.32	2329.66
2107.75	2330.86
2108.32	2332.21
2108.74	2333.27
2108.79	2333.84
2108.43	2334.02
2107.80	2334.10
2107.07	2334.26
2106.39	2334.47
2105.84	2334.48
2105.46	2334.14
2105.24	2333.55
2105.15	2333.13
2105.22	2333.25
2105.52	2333.97
2106.10	2334.94
2106.90	2335.65
2107.79	2335.72
2108.63	2335.13
2109.30	2334.12
2109.77	2333.00
2110.09	2331.91
2110.28	2330.86
2110.41	2329.82
2110.53	2328.91
2110.66	2328.34
2110.80	2328.35
2110.80	2329.00
2110.52	2330.09
2109.85	2331.23
2108.88	2331.95
2107.79	2332.02
2106.84	2331.51
2106.14	2330.77
2105.64	2330.17
2105.18	2329.84
2104.66	2329.69
2104.15	2329.61
2103.79	2329.59
2103.67	2329.81
2103.80	2330.41
2104.10	2331.38
2104.43	2332.45
2104.59	2333.21
2104.41	2333.39
2103.88	2333.01
2103.22	2332.33
2102.70	2331.67
2102.47	2331.23
2102.48	2331.03
2102.49	2331.00
2102.35	2331.11
2102.10	2331.38
2101.94	2331.80
2102.08	2332.26
1846.16	1904.46
1845.53	1904.86
1844.78	1904.51
1843.96	1903.64
1843.10	1902.52
1842.27	1901.43
1841.57	1900.67
1841.13	1900.48
1841.06	1900.93
1841.40	1901.86
1842.08	1902.97
1842.94	1903.94
1843.76	1904.55
1844.37	1904.72
1844.75	1904.51
1845.01	1904.10
1845.37	1903.74
1846.02	1903.63
1847.01	1903.87
1848.22	1904.42
1849.38	1905.11
1850.17	1905.81
1850.29	1906.49
1849.58	1907.12
1848.07	1907.64
1846.09	1907.88
1844.19	1907.72
1842.94	1907.19
1842.68	1906.39
1843.26	1905.47
1844.11	1904.45
1844.53	1903.25
1844.04	1901.80
1842.56	1900.22
1840.40	1898.78
1838.05	1897.73
1835.98	1897.07
1834.52	1896.56
1833.86	1895.82
1833.99	1894.70
1407.69	1497.77
1407.69	1497.84
1407.70	1497.09
1407.61	1495.89
1407.40	1494.84
1407.17	1494.49
1407.00	1495.07
1406.89	1496.40
1406.73	1498.05
1406.39	1499.60
1405.78	1500.79
1405.00	1501.58
1404.28	1502.01
1403.88	1502.08
1403.96	1501.83
1404.53	1501.38
1405.43	1500.93
1406.39	1500.73
1407.15	1500.90
1407.58	1501.40
1407.71	1501.98
1407.75	1502.20
1407.94	1501.69
1408.42	1500.34
1409.17	1498.40
1410.01	1496.38
1410.66	1494.70
1410.88	1493.61
1410.58	1493.10
1409.87	1493.10
1409.02	1493.58
1408.27	1494.48
1407.78	1495.60
1407.57	1496.63
1407.56	1497.32
1407.63	1497.66
1407.68	1497.89
1407.70	1498.34
1407.71	1499.20
1407.84	1500.39
1408.19	1501.49
1408.82	1501.92
1409.67	1501.26
1410.59	1499.49
1411.42	1497.07
1412.04	1494.76
1412.45	1493.26
1412.63	1492.92
1412.58	1493.71
1412.24	1495.33
1411.59	1497.36
1410.73	1499.34
1409.84	1500.90
1409.14	1501.78
1408.77	1501.95
1408.75	1501.60
1409.00	1501.08
1409.42	1500.81
1409.98	1501.04
1410.66	1501.77
1411.43	1502.68
1412.20	1503.33
1412.82	1503.40
1413.17	1502.85
1413.26	1501.96
1413.19	1501.08
1413.13	1500.47
1413.16	1500.16
1413.22	1500.01
1413.22	1499.90
1413.03	1499.81
1412.60	1499.90
1411.91	1500.27
1411.04	1500.87
1410.16	1501.47
1409.47	1501.81
1409.15	1501.74
1409.19	1501.24
1409.43	1500.34
1409.69	1499.19
1409.86	1498.03
1409.94	1497.09
1409.96	1496.51
1409.92	1496.18
1409.83	1495.89
1409.77	1495.43
1409.87	1494.82
1410.27	1494.28
1410.96	1494.12
1411.79	1494.58
1412.51	1495.77
1412.91	1497.70
1412.91	1500.28
1412.56	1503.29
1411.94	1506.30
1411.21	1508.70
1410.52	1509.93
1410.03	1509.79
1409.85	1508.58
1410.05	1506.95
1410.58	1505.53
1411.34	1504.57
1412.15	1504.01
1412.88	1503.61
1413.48	1503.20
1413.98	1502.77
1414.41	1502.30
1414.74	1501.80
1414.90	1501.31
1414.80	1500.96
1414.49	1500.99
1414.16	1501.56
1414.07	1502.62
1414.36	1503.82
1414.98	1504.71
1415.70	1504.93
1416.23	1504.41
1416.38	1503.33
1416.16	1501.99
1415.70	1500.76
1415.21	1499.93
1414.84	1499.70
1414.68	1500.11
1414.77	1501.05
1415.08	1502.28
1415.55	1503.56
1416.11	1504.75
1416.63	1505.82
1417.02	1506.88
1417.24	1508.09
1417.32	1509.53
1417.26	1511.15
1417.03	1512.74
1416.60	1513.92
1416.03	1514.25
1415.44	1513.44
1415.01	1511.59
1414.85	1509.27
1414.98	1507.25
1415.38	1506.18
1416.00	1506.28
1416.75	1507.31
1417.51	1508.75
1418.15	1510.03
1418.60	1510.75
1418.84	1510.70
1418.97	1509.92
1419.09	1508.66
1419.29	1507.28
1419.55	1506.11
1419.76	1505.38
1419.82	1505.11
1419.72	1505.14
1419.53	1505.20
1419.38	1504.97
1419.34	1504.30
1419.37	1503.32
1419.39	1502.37
1419.33	1501.85
1419.16	1501.94
1418.96	1502.52
1418.82	1503.30
1418.83	1503.94
1419.03	1504.18
1419.45	1503.92
1420.08	1503.25
1420.86	1502.45
1421.62	1501.98
1422.14	1502.31
1422.17	1503.69
1421.65	1505.98
1420.70	1508.66
1419.61	1511.03
1418.61	1512.53
1417.79	1512.89
1417.13	1512.22
1416.58	1510.94
1416.15	1509.60
1415.91	1508.71
1415.91	1508.55
1416.16	1509.04
1416.57	1509.75
1417.02	1510.12
1417.40	1509.76
1417.63	1508.64
1417.73	1507.04
1417.81	1505.48
1418.00	1504.53
1418.43	1504.59
1419.08	1505.71
1419.88	1507.56
1420.66	1509.56
1421.29	1511.04
1421.71	1511.55
1421.98	1511.02
1422.31	1509.84
1423.02	1508.71
1424.58	1508.25
1428.33	1508.81
1432.83	1510.32
1707.42	1954.21
1708.30	1955.38
1709.95	1955.58
1712.57	1954.89
1716.20	1953.82
1720.67	1953.04
1725.58	1953.03
1730.47	1953.86
1734.95	1955.25
1738.76	1956.72
1741.82	1957.83
1743.59	1958.31
1745.38	1958.13
1746.63	1957.43
1747.31	1956.45
1747.40	1955.50
1746.97	1954.85
1746.21	1954.69
1745.43	1955.08
1744.98	1955.92
1745.25	1956.97
1746.57	1957.89
1749.18	1958.48
1753.01	1958.70
1757.63	1958.68
1762.40	1958.51
1766.67	1958.17
1770.07	1957.51
1772.60	1956.39
1774.49	1954.87
1776.04	1953.29
1777.45	1952.05
1778.82	1951.41
1780.18	1951.35
1781.67	1951.76
1783.49	1952.50
1785.75	1953.54
1788.39	1954.84
1791.05	1956.17
1793.20	1957.12
1794.47	1957.24
1794.77	1956.38
1794.34	1954.88
1793.55	1953.37
1792.74	1952.52
1792.16	1952.73
1791.96	1954.00
1792.24	1955.99
1792.98	1958.19
1794.07	1960.16
1795.30	1961.63
1796.46	1962.50
1797.33	1962.76
1797.76	1962.48
1797.65	1961.83
1797.02	1961.09
1795.98	1960.55
1794.70	1960.41
1793.34	1960.71
1792.02	1961.30
1790.79	1961.94
1789.71	1962.45
1788.80	1962.70
1788.04	1962.60
1787.40	1962.03
1786.82	1960.89
1786.31	1959.19
1785.90	1957.12
1785.65	1954.96
1785.60	1953.01
1785.74	1951.43
1786.05	1950.21
1786.51	1949.32
1787.06	1948.82
1787.63	1948.84
1788.11	1949.51
1788.42	1950.76
1788.57	1952.37
1788.63	1954.05
1788.73	1955.52
1788.96	1956.60
1789.27	1957.17
1789.60	1957.20
1789.86	1956.71
1790.05	1955.80
1790.18	1954.69
1790.23	1953.60
1790.10	1952.80
1789.75	1952.55
1789.31	1953.00
1789.09	1954.11
1789.39	1955.61
1790.25	1957.10
1791.45	1958.23
1792.62	1958.78
1793.45	1958.70
1793.87	1958.06
1793.97	1957.01
1793.91	1955.79
1793.75	1954.72
1793.51	1954.14
1793.16	1954.23
1792.73	1954.93
1792.20	1955.94
1791.58	1956.86
1790.89	1957.42
1790.22	1957.57
1789.73	1957.47
1789.48	1957.34
1789.50	1957.34
1789.69	1957.52
1789.95	1957.84
1790.18	1958.25
1790.31	1958.66
1790.31	1958.88
1790.20	1958.78
1790.06	1958.27
1789.98	1957.37
1790.02	1956.24
1790.12	1955.10
