3579.05	3506.33
3579.60	3506.78
3580.42	3507.38
3581.18	3507.86
3581.53	3508.13
3581.20	3508.39
3580.13	3508.90
3578.39	3509.68
3576.20	3510.31
3573.81	3510.29
3571.60	3509.41
3569.93	3507.93
3569.11	3506.38
3569.29	3505.25
3570.37	3504.77
3572.10	3504.97
3574.12	3505.76
3576.04	3506.96
3577.58	3508.34
3578.55	3509.58
3578.98	3510.42
3579.05	3510.67
3579.09	3510.30
3579.49	3509.45
3580.46	3508.32
3581.93	3507.12
3583.50	3506.02
3584.59	3505.14
3584.75	3504.62
3583.87	3504.58
3582.19	3504.97
3580.12	3505.56
3578.10	3506.06
3576.46	3506.37
3575.39	3506.66
3574.94	3507.19
3575.05	3508.11
3575.54	3509.35
3576.29	3510.69
3577.20	3511.91
3578.22	3512.86
3579.23	3513.47
3580.03	3513.61
3580.45	3513.08
3580.45	3511.75
3580.19	3509.72
3579.91	3507.46
3579.82	3505.64
3579.97	3504.68
3580.22	3504.57
3580.41	3504.97
3580.47	3505.59
3580.45	3506.44
3580.51	3507.66
3580.74	3509.23
3581.15	3510.98
3581.67	3512.69
3582.19	3514.20
3582.64	3515.41
3582.90	3516.19
3582.83	3516.26
3582.27	3515.39
3581.28	3513.70
3580.13	3511.86
3579.22	3510.91
3578.86	3511.61
3579.11	3513.79
3579.69	3516.29
3580.15	3517.72
3580.11	3517.31
3579.48	3515.32
3578.50	3512.70
3577.57	3510.43
3577.01	3509.14
3576.90	3509.01
3577.18	3509.85
3577.72	3511.24
3578.48	3512.70
3579.45	3513.93
3580.62	3514.89
3581.88	3515.68
3582.98	3516.33
3583.58	3516.56
3583.26	3516.07
3581.72	3514.80
3578.99	3513.13
3575.42	3511.67
3571.60	3510.68
3568.05	3509.95
3565.13	3508.99
3563.07	3507.54
3561.97	3505.77
3561.83	3504.16
3562.48	3503.14
3563.60	3502.81
3564.94	3502.99
3566.37	3503.34
3567.86	3503.51
3569.30	3503.33
3570.46	3502.91
3571.08	3502.67
3571.06	3503.10
3570.60	3504.42
3570.08	3506.42
3569.93	3508.47
3570.38	3509.91
3571.40	3510.43
3572.77	3510.15
3574.20	3509.44
3575.45	3508.73
3576.38	3508.19
3576.90	3507.80
3577.01	3507.43
3576.75	3506.97
3576.24	3506.51
3575.65	3506.29
3575.14	3506.61
3574.84	3507.58
3574.83	3509.03
3575.18	3510.52
3575.90	3511.59
3576.79	3511.89
3577.51	3511.40
3577.79	3510.40
3577.57	3509.40
3577.05	3508.92
3576.59	3509.29
3576.41	3510.40
3576.49	3511.86
3576.48	3513.14
3576.02	3514.00
3574.97	3514.48
3573.53	3514.77
3572.15	3514.99
3571.26	3515.10
3571.03	3515.01
3571.30	3514.63
3571.61	3513.91
3571.52	3512.78
3570.78	3511.27
3569.44	3509.57
3567.72	3508.10
3565.89	3507.42
3564.25	3507.94
3563.19	3509.68
3563.01	3512.14
3563.77	3514.57
3565.18	3516.28
3566.76	3517.01
3568.07	3516.94
3568.86	3516.43
3569.14	3515.75
3569.07	3514.99
3568.85	3514.08
3568.61	3513.05
3568.39	3512.12
3568.13	3511.56
3567.76	3511.59
3567.29	3512.04
3566.66	3512.20
2752.30	2807.50
2753.03	2808.94
2753.79	2809.97
2754.32	2810.46
2754.42	2810.63
2754.06	2810.90
2753.50	2811.62
2753.12	2812.79
2753.14	2814.14
2753.44	2815.31
2753.63	2816.09
2753.34	2816.50
2752.45	2816.67
2751.25	2816.75
2750.34	2816.89
2750.26	2817.20
2751.22	2817.75
2752.94	2818.57
2754.85	2819.59
2756.39	2820.64
2757.21	2821.43
2757.33	2821.63
2756.93	2821.14
2756.27	2820.18
2755.50	2819.22
2754.79	2818.85
2754.33	2819.47
2754.30	2821.25
2754.77	2824.07
2755.62	2827.62
2756.51	2831.47
2757.02	2835.16
2756.84	2838.22
2755.91	2840.32
2754.43	2841.39
2752.80	2841.55
2751.39	2841.07
2750.36	2840.29
2749.70	2839.61
2749.25	2839.43
2748.89	2840.06
2748.60	2841.63
2748.46	2843.97
2748.62	2846.59
2749.17	2848.85
2750.10	2850.13
2751.24	2850.14
2752.28	2849.08
2752.92	2847.49
2752.94	2846.07
2752.29	2845.35
2751.03	2845.54
2749.35	2846.49
2747.47	2847.81
2745.59	2849.00
2743.88	2849.65
2742.51	2849.54
2741.63	2848.75
2741.32	2847.58
2741.54	2846.43
2742.11	2845.51
2742.81	2844.79
2743.47	2844.22
2744.08	2843.92
2744.76	2844.27
2745.66	2845.51
2746.79	2847.46
2747.98	2849.50
2748.91	2850.93
2749.27	2851.38
2748.91	2851.03
2747.94	2850.42
2746.72	2850.15
2745.62	2850.51
2744.90	2851.36
2744.64	2852.33
2744.74	2853.14
2745.16	2853.72
2745.89	2854.17
2747.00	2854.64
2748.52	2855.18
2750.31	2855.77
2752.04	2856.33
2753.30	2856.77
2753.71	2857.04
2753.11	2857.12
2751.63	2857.12
2749.70	2857.16
2747.91	2857.36
2746.75	2857.66
2746.49	2857.88
2747.11	2857.76
2748.41	2857.08
2750.07	2855.76
2751.73	2853.80
2753.07	2851.38
2753.94	2848.87
2754.39	2846.75
2754.59	2845.47
2754.68	2845.20
2754.62	2845.79
2754.29	2846.95
2753.63	2848.40
2752.78	2849.86
2752.11	2851.04
2752.00	2851.65
2752.64	2851.47
2753.90	2850.51
2755.36	2848.99
2756.57	2847.30
2102.09	2326.77
2103.41	2328.86
2104.83	2331.23
2105.98	2333.76
2106.62	2336.09
2106.78	2337.68
2106.66	2338.07
2106.46	2337.08
2106.25	2334.98
2105.97	2332.44
2105.54	2330.26
2104.96	2328.94
2104.36	2328.43
2103.87	2328.26
2103.56	2327.93
2103.37	2327.22
2103.15	2326.25
2102.74	2325.37
2102.14	2324.93
2101.47	2325.12
2101.00	2325.84
2100.97	2326.79
2101.41	2327.62
2102.15	2328.17
2102.94	2328.44
2103.56	2328.50
2103.97	2328.40
2104.23	2328.20
2104.46	2327.95
2104.62	2327.73
2104.62	2327.54
2104.39	2327.35
2103.98	2327.15
2103.52	2326.97
2103.14	2326.86
2102.89	2326.87
2102.81	2327.03
2102.98	2327.27
2103.45	2327.44
2104.20	2327.38
2105.06	2327.04
2105.70	2326.50
2105.79	2325.96
2105.21	2325.49
2104.09	2325.08
2102.73	2324.72
